WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8080
 * Running on http://192.168.219.110:8080
Press CTRL+C to quit
192.168.137.50 - - [29/Jun/2026 04:36:55] "GET /packages/rear_app_slot_confirm_candidate.bin HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:51] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:51] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:51] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:52] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:52] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:52] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:52] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:52] "OPTIONS /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:52] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:53] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:53] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:53] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:53] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:53] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:54] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:54] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:54] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:54] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:54] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:55] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:55] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:55] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:55] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:56] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:56] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:56] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:56] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:56] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:57] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:57] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:58] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:58] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:58] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:58] "OPTIONS /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:58] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:58] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:59] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:59] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:59] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:59] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:37:59] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:00] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:00] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:00] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:00] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:00] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:00] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:00] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:00] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:01] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:01] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:01] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:01] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:01] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:01] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:02] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:02] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:02] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:02] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:02] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:02] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:02] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:03] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:03] "POST /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:03] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:04] "OPTIONS /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:04] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:04] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:04] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:04] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:04] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:04] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:05] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:05] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:05] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:05] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:05] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:05] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:06] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:06] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:06] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:06] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:06] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:07] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:07] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:07] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:07] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:07] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:07] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:07] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:08] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:08] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:08] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:08] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:08] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:08] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:08] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:08] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:08] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:09] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:09] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:09] "OPTIONS /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:09] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:09] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:09] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:09] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:10] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:10] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:10] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:10] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:10] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:10] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:10] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:10] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:11] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:11] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:11] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:11] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:11] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:11] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:11] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:12] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:12] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:12] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:12] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:13] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:13] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:13] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:13] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:14] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:14] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:14] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:14] "OPTIONS /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:14] "POST /api/vehicle/runtime/manual HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:15] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:15] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:16] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:16] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:16] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:16] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:17] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:18] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:18] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:18] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:18] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:19] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:19] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:20] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:20] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:20] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:21] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:21] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:22] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:22] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:22] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:22] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:23] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:24] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:24] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:24] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:24] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:25] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:25] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:26] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:26] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:26] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:27] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:27] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:28] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:28] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:28] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:28] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:29] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:30] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:30] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:30] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:30] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:31] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:31] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:32] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:32] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:32] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:33] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:33] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:34] "OPTIONS /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:34] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:34] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:34] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:35] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:36] "OPTIONS /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:36] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:36] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:36] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:37] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:37] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:38] "OPTIONS /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:38] "GET /api/ota/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:38] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:39] "GET /api/vehicle/runtime/features HTTP/1.1" 200 -
127.0.0.1 - - [29/Jun/2026 04:38:39] "GET /api/vehicle/runtime/status HTTP/1.1" 200 -
